Order Priority,Unit Price,Product Sub-Category,Customer,Order Date,Ship Mode,Discount,Row ID,Order ID,Customer Segment,Product Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Ship Date,Shipping Cost,Profit,Quantity ordered new,Sales,Product Sub-Category
high,9.9,Envelopes,Rita Vaughn1120,01-11-2013,Regular Air,0.01,26393,86780,Home Office 763,Office Supplies,Small Box@,#6 3/4 Gummed Flap White Envelopes,0.37,South,Arkansas,Benton,72015,1/13/2013,1.39,-1.806,12,125.07,Envelopes
high,15.7,Storage & Organization,Rita Vaughn1120,01-11-2013,Regular Air,0,26394,86780,Home Office 763,Office Supplies,Small Box@,Hanging Personal Folder File,0.6,South,Arkansas,Benton,72015,01-12-2013,11.25,-46.858,4,68.75,Storage & Organization
low,19.98,Paper,Tonya Proctor1121,02-07-2010,Regular Air,0.04,21329,86767,Consumer 096,Office Supplies,Small Box@,Southworth 25% Cotton Premium Laser Paper and Envelopes,0.37,West,California,Temecula,92592,2/14/2010,8.68,108,8,168.04,Paper
low,125.99,Telephones and Communication,Tonya Proctor1121,02-07-2010,Regular Air,0.08,21330,86767,Consumer 096,Technology,Small Box@,Timeport L7089,0.58,West,California,Temecula,92592,02-09-2010,7.69,377.154,7,703.46,Telephones and Communication
medium,34.76,Storage & Organization,Tonya Proctor1121,10/26/2011,Regular Air,0.07,20095,86772,Home Office 763,Office Supplies,Small Box@,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",0.57,West,California,Temecula,92592,10/27/2011,8.22,-15.1416,4,139.89,Storage & Organization
medium,15.23,Tables,Tonya Proctor1121,10/26/2011,Delivery Truck,0.03,20096,86772,Home Office 763,Furniture,*Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,West,California,Temecula,92592,10/28/2011,27.75,-173.2212,4,77.11,Tables
high,200.97,Office Machines,Tonya Proctor1121,07-08-2013,Delivery Truck,0.08,19943,86785,Home Office 763,Technology,Jumbo Drum$,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,0.36,West,California,Temecula,92592,07-10-2013,15.59,1067.6025,10,1547.25,Office Machines
high,810.98,Office Machines,Tonya Proctor1121,11-04-2013,Delivery Truck,0.07,20647,86787,Home Office 763,Technology,Jumbo Drum$,Okidata ML591 Wide Format Dot Matrix Printer,0.56,West,California,Temecula,92592,11-05-2013,16.06,901.6313904,3,2421.02,Office Machines
critical,259.71,Tables,Tonya Proctor1121,12-07-2013,Delivery Truck,0.03,20833,86788,Home Office 763,Furniture,*Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",0.61,West,California,Temecula,92592,12-10-2013,66.67,843.16544,13,3439.28,Tables
high,7.3,Binders and Binder Accessories,Peggy Lanier1123,9/15/2010,Regular Air,0.03,20612,87015,Small Business 890,Office Supplies,Small Box@,"Angle-D Binders with Locking Rings, Label Holders",0.38,West,California,Roseville,95661,9/18/2010,7.72,-127.052,14,103.61,Binders and Binder Accessories
high,175.99,Telephones and Communication,Peggy Lanier1123,12/20/2010,Regular Air,0.09,18212,87016,Small Business 890,Technology,Small Box@,5165,0.59,West,California,Roseville,95661,12/22/2010,4.99,2169.7464,22,3144.56,Telephones and Communication
high,8.67,Appliances,Peggy Lanier1123,12-12-2011,Regular Air,0.08,20354,87017,Small Business 890,Office Supplies,Small Box@,Staples 4 Outlet Surge Protector,0.58,West,California,Roseville,95661,12/13/2011,3.5,-9.265,7,59.15,Appliances
low,100.89,Chairs & Chairmats,Peggy Lanier1123,6/26/2012,Delivery Truck,0.08,22422,87018,Small Business 890,Furniture,Jumbo Drum$,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,0.61,West,California,Roseville,95661,6/28/2012,42,-169.064,4,410.35,Chairs & Chairmats
medium,11.58,Envelopes,Peggy Lanier1123,09-05-2012,Regular Air,0.1,26139,87019,Small Business 890,Office Supplies,Small Box@,"Peel & Seel� Recycled Catalog Envelopes, Brown",0.35,West,California,Roseville,95661,09-06-2012,5.72,-12.99,1,13.16,Envelopes
high,160.98,Bookcases,Randy Jiang1124,12/20/2010,Delivery Truck,0.09,18211,87016,Small Business 890,Furniture,*Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,0.72,East,Connecticut,Norwich,6360,12/21/2010,35.02,-229.93,18,2653.02,Bookcases
low,30.44,Binders and Binder Accessories,Arlene Lutz1126,1/22/2011,Regular Air,0.1,21388,87223,Consumer 096,Office Supplies,Small Box@,"Premier Elliptical Ring Binder, Black",0.37,Central,Texas,Duncanville,75116,1/24/2011,1.49,59.547,3,86.3,Binders and Binder Accessories
high,55.98,Paper,Arlene Lutz1126,03-10-2013,Regular Air,0.08,20331,87225,Consumer 096,Office Supplies,Small Box@,Xerox 1882,0.36,Central,Texas,Duncanville,75116,03-12-2013,13.88,437.46,12,634,Paper
high,5.78,Paper,Arlene Lutz1126,03-10-2013,Express Air,0.05,20332,87225,Consumer 096,Office Supplies,Small Box@,Xerox 1899,0.36,Central,Texas,Duncanville,75116,03-11-2013,4.96,-46.43,9,54.65,Paper
high,40.98,Computer Peripherals,Arlene Lutz1126,5/18/2013,Regular Air,0.01,18247,87226,Consumer 096,Technology,Small Pack%,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",0.44,Central,Texas,Duncanville,75116,5/20/2013,1.99,461.334,16,668.6,Computer Peripherals
high,40.97,Office Furnishings,Arlene Lutz1126,5/18/2013,Regular Air,0.02,18248,87226,Consumer 096,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,0.57,Central,Texas,Duncanville,75116,5/20/2013,14.45,-22.16,1,56.61,Office Furnishings
low,6.81,Binders and Binder Accessories,Arlene Lutz1126,07-12-2013,Regular Air,0.03,20443,87227,Consumer 096,Office Supplies,Small Box@,Avery Self-Adhesive Photo Pockets for Polaroid Photos,0.37,Central,Texas,Duncanville,75116,7/17/2013,5.48,-64.983648,16,110.81,Binders and Binder Accessories
low,3.78,Rubber Bands,Arlene Lutz1126,07-12-2013,Regular Air,0.06,20444,87227,Consumer 096,Office Supplies,Wrap/ Bag,Staples Bulldog Clip,0.39,Central,Texas,Duncanville,75116,7/17/2013,0.71,24.9366,10,36.14,Rubber Bands
medium,4.06,Appliances,Ray Grady1127,8/24/2010,Regular Air,0.02,22052,87221,Consumer 096,Office Supplies,Small Box@,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,0.6,Central,Texas,Eagle Pass,78852,8/26/2010,6.89,-93.7352,16,66.81,Appliances
low,4.71,Rubber Bands,Ray Grady1127,12/22/2010,Regular Air,0.04,26377,87222,Consumer 096,Office Supplies,Wrap/ Bag,Plymouth Boxed Rubber Bands by Plymouth,0.8,Central,Texas,Eagle Pass,78852,12/26/2010,0.7,4.53,19,90.52,Rubber Bands
high,7.96,Office Furnishings,Ray Grady1127,6/27/2011,Regular Air,0,23609,87224,Consumer 096,Furniture,Small Box@,Staples Plastic Wall Frames,0.41,Central,Texas,Eagle Pass,78852,6/29/2011,4.95,30.8775,5,44.75,Office Furnishings
high,264.98,Office Machines,Ray Grady1127,6/27/2011,Delivery Truck,0.01,23610,87224,Consumer 096,Technology,Jumbo Drum$,Panasonic KX-P1131 Dot Matrix Printer,0.58,Central,Texas,Eagle Pass,78852,6/29/2011,17.86,2939.5518,17,4260.22,Office Machines
high,2.6,Pens & Art Supplies,Ray Grady1127,6/27/2011,Regular Air,0.06,23611,87224,Consumer 096,Office Supplies,Wrap/ Bag,12 Colored Short Pencils,0.58,Central,Texas,Eagle Pass,78852,6/29/2011,2.4,-50.08,16,41.17,Pens & Art Supplies
medium,60.98,Envelopes,Ray Grady1127,8/24/2013,Regular Air,0.07,22053,87228,Consumer 096,Office Supplies,Small Box@,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",0.38,Central,Texas,Eagle Pass,78852,8/26/2013,19.99,238.35424,7,438.74,Envelopes
low,4.2,Paper,Kurt O'Connor1128,12/22/2010,Regular Air,0.06,26378,87222,Consumer 096,Office Supplies,Wrap/ Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",0.36,Central,Texas,Edinburg,78539,12/27/2010,2.26,9.78,13,55.97,Paper
low,8.6,Binders and Binder Accessories,Pam Patton1129,2/16/2010,Regular Air,0.04,4501,32037,Home Office 763,Office Supplies,Small Box@,Avery Printable Repositionable Plastic Tabs,0.38,East,Massachusetts,Boston,2118,2/23/2010,6.19,-63.8135,37,311.66,Binders and Binder Accessories
low,699.99,Copiers and Fax,Pam Patton1129,2/16/2010,Regular Air,0.07,4502,32037,Home Office 763,Technology,Large Box,Canon Imageclass D680 Copier / Fax,0.54,East,Massachusetts,Boston,2118,2/20/2010,24.49,325.29,15,9862.51,Copiers and Fax
not specified,5.78,Paper,Pam Patton1129,3/29/2010,Express Air,0.05,6891,49125,Corporate 654,Office Supplies,Small Box@,HP Office Recycled Paper (20Lb. and 87 Bright),0.36,East,Massachusetts,Boston,2118,3/31/2010,7.64,-116.05,29,177.41,Paper
medium,7.64,Envelopes,Pam Patton1129,5/21/2010,Regular Air,0.02,1917,13735,Home Office 763,Office Supplies,Small Box@,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",0.36,East,Massachusetts,Boston,2118,5/23/2010,1.39,117.38,52,406.91,Envelopes
low,30.98,Computer Peripherals,Pam Patton1129,6/13/2010,Regular Air,0.03,5568,39430,Corporate 654,Technology,Small Box@,Logitech Internet Navigator Keyboard,0.79,East,Massachusetts,Boston,2118,6/17/2010,6.5,-144.2,44,1332.09,Computer Peripherals
low,4.98,Paper,Pam Patton1129,7/26/2010,Regular Air,0.02,8099,57794,Home Office 763,Office Supplies,Small Box@,Xerox 1897,0.36,East,Massachusetts,Boston,2118,7/28/2010,6.07,-46.92,19,105.5,Paper
medium,4.98,Paper,Pam Patton1129,01-10-2011,Regular Air,0.06,1413,10247,Home Office 763,Office Supplies,Small Box@,Xerox 1952,0.38,East,Massachusetts,Boston,2118,01-11-2011,5.49,-85.328,21,111.66,Paper
medium,9.78,Computer Peripherals,Pam Patton1129,01-10-2011,Regular Air,0.03,1414,10247,Home Office 763,Technology,Small Pack%,"Memorex Slim 80 Minute CD-R, 10/Pack",0.43,East,Massachusetts,Boston,2118,01-12-2011,1.99,17.656,24,231.95,Computer Peripherals
not specified,21.38,Binders and Binder Accessories,Pam Patton1129,2/20/2011,Regular Air,0.08,1962,14023,Corporate 654,Office Supplies,Small Box@,Acco D-Ring Binder w/DublLock�,0.36,East,Massachusetts,Boston,2118,2/22/2011,2.99,241.077,36,711.1,Binders and Binder Accessories
not specified,9.99,Paper,Pam Patton1129,2/20/2011,Regular Air,0.03,1963,14023,Corporate 654,Office Supplies,Small Box@,Xerox 1948,0.4,East,Massachusetts,Boston,2118,2/21/2011,5.12,40.61,48,498.16,Paper
medium,1.88,Binders and Binder Accessories,Pam Patton1129,05-09-2011,Regular Air,0.07,6309,44615,Home Office 763,Office Supplies,Small Box@,Staples� General Use 3-Ring Binders,0.37,East,Massachusetts,Boston,2118,05-10-2011,1.49,-10.258,28,53.6,Binders and Binder Accessories
low,3.8,Binders and Binder Accessories,Pam Patton1129,3/16/2012,Regular Air,0.03,473,3266,Corporate 654,Office Supplies,Small Box@,Durable Pressboard Binders,0.38,East,Massachusetts,Boston,2118,3/20/2012,1.49,-2.553,4,17.12,Binders and Binder Accessories
not specified,4.24,Binders and Binder Accessories,Pam Patton1129,04-12-2012,Regular Air,0.09,3694,26406,Home Office 763,Office Supplies,Small Box@,Storex DuraTech Recycled Plastic Frosted Binders,0.35,East,Massachusetts,Boston,2118,4/15/2012,5.41,-134.297,45,188.39,Binders and Binder Accessories
not specified,3.69,Labels,Pam Patton1129,7/18/2012,Regular Air,0.03,1799,12897,Corporate 654,Office Supplies,Small Box@,Avery 487,0.38,East,Massachusetts,Boston,2118,7/19/2012,0.5,59.92,53,192.28,Labels
not specified,6.48,Paper,Pam Patton1129,7/18/2012,Express Air,0.05,1800,12897,Corporate 654,Office Supplies,Small Box@,Xerox 216,0.37,East,Massachusetts,Boston,2118,7/19/2012,7.91,-120.95,42,286.62,Paper
low,3.28,Pens & Art Supplies,Pam Patton1129,10-07-2012,Regular Air,0.09,8269,59108,Corporate 654,Office Supplies,Wrap/ Bag,Newell 342,0.56,East,Massachusetts,Boston,2118,10-12-2012,3.97,-71.964,41,133.8,Pens & Art Supplies
low,125.99,Telephones and Communication,Pam Patton1129,10-07-2012,Regular Air,0.02,8270,59108,Corporate 654,Technology,Small Box@,M70,0.59,East,Massachusetts,Boston,2118,10/16/2012,8.99,777.7512,77,8323.56,Telephones and Communication
medium,6.37,Binders and Binder Accessories,Pam Patton1129,02-10-2013,Regular Air,0.06,5860,41604,Corporate 654,Office Supplies,Small Box@,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,East,Massachusetts,Boston,2118,02-11-2013,5.19,-48.2195,22,138.24,Binders and Binder Accessories
medium,4.98,Paper,Stacy Benton1130,01-10-2011,Regular Air,0.06,19413,88106,Home Office 763,Office Supplies,Small Box@,Xerox 1952,0.38,Central,Texas,Edinburg,78539,01-11-2011,5.49,-66.1292,5,26.59,Paper
low,3.8,Binders and Binder Accessories,Stacy Benton1130,3/16/2012,Regular Air,0.03,18473,88109,Corporate 654,Office Supplies,Small Box@,Durable Pressboard Binders,0.38,Central,Texas,Edinburg,78539,3/20/2012,1.49,-2.553,1,4.28,Binders and Binder Accessories
medium,7.64,Envelopes,Benjamin Strauss1131,5/21/2010,Regular Air,0.02,19917,88103,Home Office 763,Office Supplies,Small Box@,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",0.36,Central,Texas,El Paso,79907,5/23/2010,1.39,70.1937,13,101.73,Envelopes
medium,9.78,Computer Peripherals,Benjamin Strauss1131,01-10-2011,Regular Air,0.03,19414,88106,Home Office 763,Technology,Small Pack%,"Memorex Slim 80 Minute CD-R, 10/Pack",0.43,Central,Texas,El Paso,79907,01-12-2011,1.99,33.5464,6,57.99,Computer Peripherals
not specified,21.38,Binders and Binder Accessories,Benjamin Strauss1131,2/20/2011,Regular Air,0.08,19962,88107,Corporate 654,Office Supplies,Small Box@,Acco D-Ring Binder w/DublLock�,0.36,Central,Texas,El Paso,79907,2/22/2011,2.99,122.6682,9,177.78,Binders and Binder Accessories
not specified,9.99,Paper,Benjamin Strauss1131,2/20/2011,Regular Air,0.03,19963,88107,Corporate 654,Office Supplies,Small Box@,Xerox 1948,0.4,Central,Texas,El Paso,79907,2/21/2011,5.12,40.61,12,124.54,Paper
not specified,4.24,Binders and Binder Accessories,Benjamin Strauss1131,04-12-2012,Regular Air,0.09,21694,88110,Home Office 763,Office Supplies,Small Box@,Storex DuraTech Recycled Plastic Frosted Binders,0.35,Central,Texas,El Paso,79907,4/15/2012,5.41,-134.297,11,46.05,Binders and Binder Accessories
not specified,3.69,Labels,Benjamin Strauss1131,7/18/2012,Regular Air,0.03,19799,88111,Corporate 654,Office Supplies,Small Box@,Avery 487,0.38,Central,Texas,El Paso,79907,7/19/2012,0.5,32.5404,13,47.16,Labels
not specified,6.48,Paper,Benjamin Strauss1131,7/18/2012,Express Air,0.05,19800,88111,Corporate 654,Office Supplies,Small Box@,Xerox 216,0.37,Central,Texas,El Paso,79907,7/19/2012,7.91,-120.95,10,68.24,Paper
medium,6.37,Binders and Binder Accessories,Michael Robbins1132,02-10-2010,Regular Air,0.06,23860,88101,Corporate 654,Office Supplies,Small Box@,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,Central,Texas,Euless,76039,02-11-2010,5.19,-48.2195,6,37.7,Binders and Binder Accessories
low,8.6,Binders and Binder Accessories,Michael Robbins1132,2/16/2010,Regular Air,0.04,22501,88102,Home Office 763,Office Supplies,Small Box@,Avery Printable Repositionable Plastic Tabs,0.38,Central,Texas,Euless,76039,2/23/2010,6.19,-63.8135,9,75.81,Binders and Binder Accessories
low,699.99,Copiers and Fax,Michael Robbins1132,2/16/2010,Regular Air,0.07,22502,88102,Home Office 763,Technology,Large Box,Canon Imageclass D680 Copier / Fax,0.54,Central,Texas,Euless,76039,2/20/2010,24.49,325.29,4,2630,Copiers and Fax
low,30.98,Computer Peripherals,Michael Robbins1132,6/13/2010,Regular Air,0.03,23568,88104,Corporate 654,Technology,Small Box@,Logitech Internet Navigator Keyboard,0.79,Central,Texas,Euless,76039,6/17/2010,6.5,-115.36,11,333.02,Computer Peripherals
low,4.98,Paper,Marjorie Owens1133,7/26/2010,Regular Air,0.02,26099,88105,Home Office 763,Office Supplies,Small Box@,Xerox 1897,0.36,Central,Texas,Farmers Branch,75234,7/28/2010,6.07,-46.92,5,27.76,Paper
medium,1.88,Binders and Binder Accessories,Marjorie Owens1133,05-09-2011,Regular Air,0.07,24309,88108,Home Office 763,Office Supplies,Small Box@,Staples� General Use 3-Ring Binders,0.37,Central,Texas,Farmers Branch,75234,05-10-2011,1.49,-10.258,7,13.4,Binders and Binder Accessories
low,3.28,Pens & Art Supplies,Marjorie Owens1133,10-07-2012,Regular Air,0.09,26269,88112,Corporate 654,Office Supplies,Wrap/ Bag,Newell 342,0.56,Central,Texas,Farmers Branch,75234,10-12-2012,3.97,-64.7676,10,32.63,Pens & Art Supplies
low,125.99,Telephones and Communication,Marjorie Owens1133,10-07-2012,Regular Air,0.02,26270,88112,Corporate 654,Technology,Small Box@,M70,0.59,Central,Texas,Farmers Branch,75234,10/16/2012,8.99,894.41388,19,2053.87,Telephones and Communication
not specified,5.78,Paper,Marjorie Owens1133,3/29/2013,Express Air,0.05,24891,88113,Corporate 654,Office Supplies,Small Box@,HP Office Recycled Paper (20Lb. and 87 Bright),0.36,Central,Texas,Farmers Branch,75234,3/31/2013,7.64,-116.05,7,42.82,Paper
not specified,500.98,Chairs & Chairmats,Daniel Webb Stephens1135,12-09-2011,Delivery Truck,0.09,18440,87942,Consumer 096,Furniture,Jumbo Drum$,Global Troy� Executive Leather Low-Back Tilter,0.6,Central,Illinois,Carbondale,62901,12-11-2011,26,4580.0682,14,6637.78,Chairs & Chairmats
high,270.97,Office Machines,Carmen McPherson1136,07-02-2010,Delivery Truck,0.09,22119,87940,Consumer 096,Technology,Jumbo Drum$,Epson LQ-570e Dot Matrix Printer,0.56,Central,Illinois,Carol Stream,60188,07-04-2010,28.06,2660.1432,15,3855.28,Office Machines
critical,15.22,Binders and Binder Accessories,Carmen McPherson1136,11-10-2011,Regular Air,0,19654,87941,Consumer 096,Office Supplies,Small Box@,"GBC Twin Loop� Wire Binding Elements, 9/16"" Spine, Black",0.36,Central,Illinois,Carol Stream,60188,11-12-2011,9.73,2.9509,21,334.19,Binders and Binder Accessories
high,5.74,Binders and Binder Accessories,Carmen McPherson1136,07-02-2013,Regular Air,0.1,22118,87943,Consumer 096,Office Supplies,Small Box@,Binder Posts,0.39,Central,Illinois,Carol Stream,60188,07-04-2013,5.01,-97.034976,18,101.3,Binders and Binder Accessories
high,5.28,Paper,Carmen McPherson1136,8/17/2013,Regular Air,0.03,23472,87944,Consumer 096,Office Supplies,Small Box@,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),0.4,Central,Illinois,Carol Stream,60188,8/18/2013,5.66,-50.81216,24,130.72,Paper
high,296.18,Tables,Carmen McPherson1136,8/17/2013,Delivery Truck,0.06,23473,87944,Consumer 096,Furniture,*Jumbo Box,Hon 94000 Series Round Tables,0.76,Central,Illinois,Carol Stream,60188,8/18/2013,54.12,-41.571504,10,3033.88,Tables
high,15.99,Office Machines,Carmen McPherson1136,9/22/2013,Regular Air,0.07,26337,87945,Consumer 096,Technology,Small Box@,"AT&T Black Trimline Phone, Model 210",0.49,Central,Illinois,Carol Stream,60188,9/23/2013,9.4,-102.051,24,379.75,Office Machines
medium,160.98,Chairs & Chairmats,Malcolm Floyd1138,8/16/2010,Delivery Truck,0.02,19357,86574,Home Office 763,Furniture,Jumbo Drum$,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,Central,Texas,The Colony,75056,8/19/2010,30,-51.116,1,192.49,Chairs & Chairmats
low,107.53,Office Furnishings,Malcolm Floyd1138,1/28/2011,Regular Air,0.07,18750,86577,Home Office 763,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",0.65,Central,Texas,The Colony,75056,02-04-2011,5.81,861.1476,12,1248.04,Office Furnishings
low,2.18,Paper,Malcolm Floyd1138,1/28/2011,Regular Air,0.09,18751,86577,Home Office 763,Office Supplies,Wrap/ Bag,"Ampad� Evidence� Wirebond Steno Books, 6"" x 9""",0.38,Central,Texas,The Colony,75056,02-04-2011,7.09,-185.9132,7,16.56,Paper
critical,24.92,Binders and Binder Accessories,Malcolm Floyd1138,03-08-2011,Regular Air,0.01,18138,86578,Home Office 763,Office Supplies,Small Box@,GBC Standard Therm-A-Bind Covers,0.39,Central,Texas,The Colony,75056,03-08-2011,12.98,52.479,13,324.1,Binders and Binder Accessories
high,152.48,Computer Peripherals,Stacey Davenport1139,05-06-2013,Regular Air,0.1,21104,86585,Home Office 763,Technology,Small Box@,Adesso Programmable 142-Key Keyboard,0.79,Central,Texas,The Woodlands,77381,05-08-2013,4,14.85,12,1745.59,Computer Peripherals
high,35.41,Computer Peripherals,Stacey Davenport1139,05-06-2013,Regular Air,0.08,21105,86585,Home Office 763,Technology,Small Pack%,Imation DVD-RAM discs,0.43,Central,Texas,The Woodlands,77381,05-08-2013,1.99,238.2708,10,345.32,Computer Peripherals
